	race	current_location	sex	birthdate	blood_group	ssn	job	name	residence
1058	Asian	(Decimal('-83.8806475'), Decimal('114.540561'))	M	1918-12-15	O-	532-66-7630	Legal executive	Brandon Harrison	"97958 Dickson Expressway Suite 386
Smithberg, AL 24463"
1059	White	(Decimal('22.0685055'), Decimal('-78.099039'))	M	12/16/1963, 00:00:00	AB-	526-87-6937	Scientist, forensic	Mark Fischer	"Unit 5177 Box 3032
DPO AE 67295"
1060	black	(Decimal('-83.440077'), Decimal('170.636622'))	F	1977-01-29	A-	021-25-5326	Consulting civil engineer	Wanda Jones	"623 Brooks Knoll
West Rebekahport, ME 19784"
1061	Asian	(Decimal('87.4010865'), Decimal('120.778778'))	F	24 Feb 1969	A+	186-91-6125	Gaffer	Ashley Moore	"PSC 5872, Box 5959
APO AA 37969"
1062	Black	(Decimal('41.217403'), Decimal('-120.297913'))	F	28 Jun 2018	B-	453-20-1380	Scientist, audiological	Samantha Johnson	"3438 Sandra Springs Apt. 315
Dominiqueport, FL 23475"
1063	Black	(Decimal('89.140388'), Decimal('55.184194'))	F	1926/03/26	A-	563-24-5636	Press sub	Nicole Leblanc	"89997 Harrington Trail Apt. 485
West Markfurt, WA 97502"
1064	White	(Decimal('54.8678875'), Decimal('-59.023463'))	F	09/22/2000, 00:00:00	A-	309-97-2149	Forensic scientist	Jacqueline Moon	"2148 Sloan Estate
Kylefurt, IN 09856"
1065	White	(Decimal('-89.400109'), Decimal('179.826298'))	M	1944-11-08	AB-	679-83-2359	Gaffer	Curtis Wallace	"872 Eric Roads
South Kimberly, OH 77354"
1066	Black	(Decimal('-8.208956'), Decimal('179.460856'))	F	03/18/1933, 00:00:00	AB+	508-54-7910	Higher education lecturer	Lauren Rivera	"70331 Joy Forges Suite 315
Sotohaven, OH 53221"
1067	White	(Decimal('-83.4066755'), Decimal('83.765347'))	F	1975-02-14	AB-	420-80-0670	Stage manager	Latasha Reynolds	"778 Paul Via
North Francisco, WY 53916"
1068	White	(Decimal('9.050771'), Decimal('5.423603'))	F	1968/06/04	A+	810-31-7310	Police officer	Brooke Young	"329 Alyssa Shores
Moorebury, MA 06880"
1069	White	(Decimal('-6.5450575'), Decimal('159.454666'))	M	29 Mar 1969	A-	157-82-5936	Scientist, product/process development	Charles Griffin	"861 Eddie Club
Cruzburgh, IA 02892"
1070	black	(Decimal('60.426042'), Decimal('-73.208233'))	F	2009-10-25	B+	023-01-4676	Animal technologist	Bailey Brown	"98105 Maynard Burg
Gomezfurt, WY 16852"
1071	White	(Decimal('84.1734635'), Decimal('144.536077'))	M	03/25/1969, 00:00:00	O+	392-21-4050	Copywriter, advertising	Steven Floyd	"21120 Shelley Bypass
New Beckymouth, NC 59454"
1072	Asian	(Decimal('-3.0115185'), Decimal('146.067562'))	F	23 Nov 1955	O+	734-71-7865	Dentist	Rebecca Smith	"405 Joe Hills Suite 785
New Daniellestad, MS 44144"
1073	Black	(Decimal('-32.337266'), Decimal('24.621314'))	M	1997/08/17	AB+	466-09-6791	Town planner	Nicholas Chandler	"7211 Joseph Points
East Ronaldmouth, MS 29678"
1074	Black	(Decimal('45.282125'), Decimal('-115.670703'))	M	2012/11/19	AB-	256-92-1128	Counsellor	Jeffrey Fisher	"894 Erin Shoal Suite 633
South Matthewton, DC 14164"
1075	Black	(Decimal('75.3294665'), Decimal('-130.359140'))	M	1935-09-29	A+	322-83-7018	Interior and spatial designer	Juan Holden	"7736 Tonya Manors
Stantonchester, IA 69342"
1076	Indian	(Decimal('17.889878'), Decimal('29.374946'))	F	1924-04-15	O-	412-69-8897	Arts administrator	Vanessa Mueller	"455 Patricia Place Apt. 922
Camposville, MS 70591"
1077	black	(Decimal('-4.3367185'), Decimal('44.888784'))	M	1922-07-25	B-	693-54-3214	Equities trader	Justin Vega	"Unit 8290 Box 6090
DPO AE 70074"
1078	Black	(Decimal('37.975467'), Decimal('141.967562'))	F	05 Aug 1925	B+	824-62-7458	Commercial horticulturist	Beverly Knapp	"PSC 4938, Box 4070
APO AE 63524"
1079	White	(Decimal('79.1335355'), Decimal('-115.103071'))	M	1998-06-01	O+	206-01-0835	Probation officer	John Harmon	"58940 Reyes Well
East Michael, AZ 36174"
1080	White	(Decimal('12.0377935'), Decimal('97.822069'))	F	11/30/1957, 00:00:00	O-	548-10-2269	Commercial/residential surveyor	Anne Davis	"884 Ronnie Cliff
New Timothy, NV 64572"
1081	White	(Decimal('-37.068189'), Decimal('24.656149'))	F	1930-05-17	O+	772-36-3094	Teacher, English as a foreign language	Chelsea Owens	"097 Christopher Ports
Beardmouth, MT 65813"
1082	White	(Decimal('-56.1058485'), Decimal('-171.751007'))	F	2015/06/01	O+	153-19-7124	Associate Professor	Jennifer Day	"26229 Brian Bypass Apt. 675
South Stephenborough, NH 89701"
1083	White	(Decimal('59.661589'), Decimal('-5.634177'))	M	2015/02/28	B+	378-41-5067	Professor Emeritus	Chad Collins	"45107 Nguyen Harbor
West Tammyland, CA 22664"
1084	White	(Decimal('-89.3851655'), Decimal('82.698830'))	M	1961/03/04	AB+	340-11-8328	Pensions consultant	Michael York	"112 Jennifer Forge Suite 537
Holmesberg, NY 59824"
1085	Black	(Decimal('9.756866'), Decimal('-16.188647'))	F	09/27/1946, 00:00:00	B-	734-70-8880	Tax inspector	Michelle Cohen	"23318 Rhodes Creek
Timothymouth, LA 03127"
1086	Black	(Decimal('58.5014165'), Decimal('47.422715'))	F	1933/04/11	B-	474-43-6613	Insurance account manager	Amanda Schwartz	"901 Amy Harbors Suite 660
Fraziertown, UT 61154"
1087	White	(Decimal('-34.431766'), Decimal('151.955286'))	F	20 Oct 1952	AB+	635-46-8765	Programmer, multimedia	Amy Brown	"9564 Medina Plains
Dylanville, IA 12199"
1088	White	(Decimal('6.7321675'), Decimal('-17.725054'))	M	02/25/1970, 00:00:00	A+	502-88-5069	Trade mark attorney	David Wilcox	"9016 Crystal Fort Apt. 653
West Melissaberg, WY 43738"
1089	White	(Decimal('-1.665342'), Decimal('-66.152918'))	M	03/04/2003, 00:00:00	AB-	839-31-8233	Scientist, research (medical)	Jason Morales	"98502 Collins View Apt. 807
South Amber, KS 02069"
1090	Indian	(Decimal('-26.8589735'), Decimal('-129.075215'))	F	1950/07/21	O+	340-42-3223	Mental health nurse	Amanda Santos	"270 Gregory Square Suite 727
New Bradleyville, MN 06223"
1091	Black	(Decimal('38.6753735'), Decimal('-134.342796'))	M	11/29/1976, 00:00:00	AB+	789-11-6211	Veterinary surgeon	Matthew Dillon	"2950 Kathryn Causeway
Richardport, CT 63337"
1092	Black	(Decimal('-84.2859135'), Decimal('-57.490877'))	M	04/28/1957, 00:00:00	A-	767-71-0291	Jewellery designer	Kenneth Greene	"USNS Becker
FPO AA 12520"
1093	blsck	(Decimal('-14.0713475'), Decimal('36.670769'))	F	21 Mar 2000	A-	648-91-2555	Radiographer, diagnostic	Cassie Gregory	"34659 Martin Shores Suite 453
West Billytown, SD 08117"
1094	White	(Decimal('7.0057125'), Decimal('-33.442764'))	F	1994/01/31	A-	437-42-2117	Art gallery manager	Tina Rios	"99257 Hernandez Forges
Jessicabury, HI 64143"
1095	Black	(Decimal('-53.4020245'), Decimal('137.294096'))	F	16 Nov 1941	B+	123-96-9847	Horticultural therapist	Tammy Dennis	"033 Edward Inlet Suite 903
Kellytown, IA 99201"
1096	White	(Decimal('-7.536841'), Decimal('-5.408800'))	F	1927-04-14	AB+	795-35-4144	Meteorologist	Deborah Robertson	"1826 Kevin Grove
Johnstonside, NJ 22182"
1097	White	(Decimal('-7.6497425'), Decimal('-103.970046'))	F	05 Jul 1981	A+	392-20-6548	Furniture designer	Megan Bullock	"PSC 5743, Box 3685
APO AA 40614"
1098	Black	(Decimal('-40.7506285'), Decimal('-174.885928'))	F	12/07/1922, 00:00:00	AB-	646-24-4802	Chiropractor	Diana Gonzalez	"5647 Taylor Shore
East Patrickland, GA 80532"
1099	white	(Decimal('44.0324145'), Decimal('-16.121440'))	M	28 Apr 2015	O+	071-19-6006	Therapist, art	Alexander Riley	"178 Camacho Summit
Port Toddville, WV 86041"
1100	Black	(Decimal('1.405870'), Decimal('-94.314746'))	F	1946-06-14	AB+	007-91-2615	Financial controller	Jacqueline Lawson	"Unit 9733 Box 9817
DPO AP 09726"
1101	White	(Decimal('2.3211855'), Decimal('-105.623497'))	M	1997-01-14	B-	215-32-4177	Learning mentor	Marvin Allen	"402 Kelly Rapid Apt. 466
Nicoleville, MN 55317"
1102	Black	(Decimal('23.3904505'), Decimal('-164.029015'))	M	1935-11-27	B+	120-76-8185	Teacher, early years/pre	Robert Shaffer	"298 Kelly Track Apt. 853
North Anthony, TX 58813"
1103	White	(Decimal('84.6146105'), Decimal('41.907589'))	F	2006/07/23	B-	126-19-3135	Secondary school teacher	Alison Peck	"9626 Chris Highway
Darrellview, NJ 02996"
1104	Asian	(Decimal('-51.2196545'), Decimal('134.123901'))	M	09/14/1989, 00:00:00	O-	249-39-2293	Editorial assistant	Nicholas Smith	"USNS Smith
FPO AA 63408"
1105	White	(Decimal('-11.6189665'), Decimal('113.479058'))	F	04/14/1944, 00:00:00	A-	660-64-2561	Financial manager	Laurie Johnson	"994 Victor Wells Suite 810
Lake Joshuaport, NJ 01164"
1106	Black	(Decimal('-23.092697'), Decimal('-22.664134'))	M	16 Oct 1953	AB-	288-43-5163	Television camera operator	Henry Werner	"765 Sullivan Motorway Suite 343
Gatesborough, SC 96413"
1107	black	(Decimal('56.098310'), Decimal('32.322262'))	M	2014/01/29	B-	748-99-2509	Sales executive	Kevin Wood	"457 John Field
Christopherberg, AR 52521"
1108	White	(Decimal('-70.892734'), Decimal('-76.996797'))	M	01 Jan 1937	AB-	064-31-0054	Warden/ranger	Matthew Nichols	"24114 Russell Pines Apt. 181
Smithville, FL 15018"
1109	White	(Decimal('-41.225383'), Decimal('32.382528'))	M	07/31/2015, 00:00:00	A-	807-60-4399	Secondary school teacher	John Hernandez	"85428 Mack Station
Phelpston, CA 17696"
1110	Black	(Decimal('45.1762165'), Decimal('174.731984'))	M	1943-07-04	B-	850-32-2148	Engineer, structural	Alan Brown	"PSC 8929, Box 1193
APO AP 15768"
1111	white	(Decimal('77.3994205'), Decimal('-164.414767'))	F	08 May 1964	AB+	353-04-1449	Private music teacher	Marisa Zhang	"8392 Williams Cliffs Suite 018
Coryfurt, DC 05851"
1112	White	(Decimal('3.0869935'), Decimal('20.591315'))	M	08 Jan 1971	AB+	069-84-4949	TEFL teacher	Ryan Horn	"0939 Angela Islands
New Daniellehaven, HI 85078"
1113	White	(Decimal('-79.059015'), Decimal('173.596084'))	F	1953/12/05	O-	733-38-2601	Cabin crew	Julie Little	"7327 Porter Roads
South Tyler, MT 27835"
1114	Black	(Decimal('-51.0534915'), Decimal('115.095873'))	F	1934-03-26	B+	204-02-2046	Occupational therapist	Jane Hartman	"0454 Hood Alley Apt. 361
Raymondstad, MI 75730"
1115	Black	(Decimal('-39.312650'), Decimal('-42.326444'))	M	2018/11/02	A-	844-23-4444	Systems analyst	David Romero	"859 Paul Heights Apt. 904
Amystad, TN 92108"
1116	Black	(Decimal('-32.0602575'), Decimal('-118.239093'))	F	1913-04-15	O+	642-34-5455	Community development worker	Melissa Morgan	"7834 Ricky Locks Suite 622
Michaelberg, NV 84157"
1117	White	(Decimal('-86.5387095'), Decimal('-162.887620'))	F	15 Jan 1930	B+	755-04-5804	Scientist, research (physical sciences)	Linda Hansen	"82843 Christine Plaza
Sandraburgh, OR 49504"
1118	White	(Decimal('3.3081785'), Decimal('69.481728'))	F	1924/06/29	B+	375-63-7984	Higher education careers adviser	Crystal Johnson	"141 Dawn Fall Apt. 243
South Melissa, OH 75913"
1119	White	(Decimal('-55.256700'), Decimal('-14.493056'))	M	1910-07-13	AB-	113-46-5934	Engineer, petroleum	Shane Lopez	"USNS Bates
FPO AA 74914"
1120	White	(Decimal('-88.730194'), Decimal('-102.430900'))	F	1938-02-17	B+	837-78-8462	Higher education careers adviser	Peggy Hunt	"91620 Baker Harbors Suite 299
Lake Patricia, CA 53194"
1121	White	(Decimal('-37.5504205'), Decimal('54.627234'))	M	1950-11-09	B+	618-11-6192	Surveyor, commercial/residential	Robert Garcia	"9613 Ruiz Rapids
Lake Ashleyton, IN 67248"
1122	Black	(Decimal('-9.404877'), Decimal('-104.146144'))	M	15 Mar 1969	AB-	365-44-4646	Writer	Anthony Watts	"3169 Simpson Points Apt. 683
Petersmouth, CT 47627"
1123	White	(Decimal('-28.0505755'), Decimal('93.505204'))	M	07 Sep 1921	B-	106-56-7396	Audiological scientist	Michael Mccarty	"62399 Christopher Divide Suite 131
Melissachester, MO 58162"
1124	Black	(Decimal('70.5179005'), Decimal('170.628802'))	F	08/06/1972, 00:00:00	B+	681-69-2050	Research scientist (maths)	Jacqueline Pena	"24246 Ryan Loop
Sancheztown, FL 43344"
1125	black	(Decimal('0.407096'), Decimal('-23.449414'))	M	1946/05/28	O-	850-26-8886	Buyer, industrial	Bradley Rose	"240 Ramirez Throughway Apt. 565
Dustinburgh, ME 03367"
1126	White	(Decimal('-13.5653355'), Decimal('86.684085'))	F	20 Dec 1999	O-	637-88-1303	Public librarian	Cynthia Parker	"4200 Tim Mission
South Martin, FL 12261"
1127	Black	(Decimal('54.3725155'), Decimal('-151.439929'))	M	2007/06/17	AB+	516-59-1123	Therapist, nutritional	Alexis Frederick MD	"12440 Howard Neck Apt. 731
Martinshire, NJ 28117"
1128	Black	(Decimal('-54.525147'), Decimal('-57.038506'))	F	03/02/1907, 00:00:00	O+	397-79-2283	Planning and development surveyor	Jaime Nguyen	"682 Parker Harbors Suite 543
South Sharonburgh, ID 80879"
1129	Asian	(Decimal('19.319716'), Decimal('-48.577419'))	M	05/07/1955, 00:00:00	A+	097-48-1660	Administrator, education	Kenneth Young	"59845 Christopher Village
Tammyshire, TX 27134"
1130	White	(Decimal('-42.502104'), Decimal('82.926413'))	F	08/29/1934, 00:00:00	O-	328-03-7587	Trade union research officer	Danielle Phillips	"06735 Jones Hills
Morenomouth, DC 89071"
1131	Hawaiian	(Decimal('-72.769318'), Decimal('-175.013031'))	M	1995-01-05	O+	638-53-7869	Community arts worker	Cameron Carr	"0389 Sims Knolls
South Crystal, NC 84019"
1132	White	(Decimal('-87.5890195'), Decimal('-100.137251'))	F	13 Mar 1987	B+	559-56-6733	Illustrator	Molly Kaiser	"60403 Leslie Meadows Apt. 463
Martineztown, FL 66128"
1133	black	(Decimal('47.812445'), Decimal('176.015164'))	M	1946-04-06	O+	889-46-7062	Therapist, sports	Andrew Phillips	"6683 Baker Turnpike Suite 758
Newmanfurt, KS 15016"
1134	Black	(Decimal('-72.122734'), Decimal('65.569638'))	M	1910/10/09	AB+	656-04-0846	Outdoor activities/education manager	Casey Neal	"PSC 3045, Box 3708
APO AA 80335"
1135	White	(Decimal('-5.1573055'), Decimal('43.344344'))	F	19 Mar 1953	AB-	078-32-3391	Scientific laboratory technician	Briana Lewis	"636 Kenneth Fall Suite 311
Steeleland, CO 59206"
1136	white	(Decimal('-85.898746'), Decimal('-125.102345'))	F	1907-02-01	B+	511-90-9935	Video editor	Kelly Davis	"60311 Allen Keys
Lake Johnchester, IA 59993"
1137	Hawaiian	(Decimal('-48.0424435'), Decimal('121.285974'))	F	2016/12/27	A+	720-70-1843	Engineer, manufacturing	Rachel Rogers	"78700 Elizabeth Plaza
New Sarah, FL 53591"
1138	White	(Decimal('14.2551305'), Decimal('80.973890'))	M	27 Jun 1937	B-	098-74-8677	Radiographer, diagnostic	Taylor Gonzales	"USCGC Scott
FPO AA 83447"
1139	Black	(Decimal('11.5180625'), Decimal('-132.207495'))	F	2016/11/22	B+	752-97-6995	Housing manager/officer	Samantha Jackson	"063 Carlos Gardens Suite 064
Shannonborough, MT 06594"
1140	Hawaiian	(Decimal('18.3485105'), Decimal('42.112879'))	M	1929-07-01	A+	014-96-4336	Chartered accountant	Jacob Stone	"712 Pena Street
Saraborough, IA 92630"
1141	White	(Decimal('-50.828128'), Decimal('-15.899087'))	F	11/06/1943, 00:00:00	AB-	345-89-6020	Health promotion specialist	Lisa Reed	"9028 Mccormick Lock Suite 432
West Jessicafurt, MA 15688"
1142	White	(Decimal('-65.345052'), Decimal('18.006450'))	M	2014/08/23	A+	315-57-6272	Television floor manager	Jaime Lozano	"Unit 6022 Box 1063
DPO AP 82081"
1143	White	(Decimal('-56.090419'), Decimal('77.736763'))	M	1940-10-18	B+	136-61-7211	Lecturer, further education	Gary Fisher	"158 Daniels Tunnel
Williamsville, LA 10028"
1144	blsck	(Decimal('21.9985395'), Decimal('177.514641'))	F	11/09/1985, 00:00:00	A+	380-63-9705	Counsellor	Ashley Mercado	"3473 Samuel Viaduct
Whiteheadfurt, NM 37521"
1145	Indian	(Decimal('-41.339135'), Decimal('-167.301251'))	F	1920-07-03	AB+	280-33-4417	Veterinary surgeon	Jessica Clark	"50691 Baldwin Place Apt. 676
Snyderburgh, VT 48098"
1146	Black	(Decimal('-71.6955535'), Decimal('2.622829'))	F	18 Jun 1916	B-	344-30-9140	Sports administrator	Terri Schultz	"226 Blake Lodge Apt. 993
East Andrew, AL 12885"
1147	Black	(Decimal('-73.496850'), Decimal('48.958799'))	M	09/05/1958, 00:00:00	O+	751-66-9251	Medical laboratory scientific officer	Terrence Torres	"USCGC Cooper
FPO AA 18029"
1148	Black	(Decimal('-63.058016'), Decimal('-116.205266'))	M	11/20/1915, 00:00:00	B+	259-36-9288	Furniture conservator/restorer	Curtis Webb	"0511 Murray Mission Suite 404
Lake Jeffrey, KS 40219"
1149	White	(Decimal('-20.942529'), Decimal('-47.393304'))	M	1942/07/15	AB-	280-42-6219	Financial trader	Scott Scott	"9296 Wood Passage Apt. 836
Port Robert, MS 76552"
1150	White	(Decimal('78.0687665'), Decimal('-57.972370'))	F	1973-11-04	AB+	053-83-3120	Fish farm manager	Susan Scott	"PSC 2858, Box 9116
APO AP 74861"
1151	White	(Decimal('-24.1174165'), Decimal('84.664982'))	M	1918-08-21	A+	863-77-5919	Patent examiner	Mr. Jared Freeman PhD	"71588 Smith Mission Suite 655
Nicoleside, ND 66694"
1152	White	(Decimal('-74.153042'), Decimal('-68.432957'))	F	1996/03/27	A-	186-13-0097	Research scientist (maths)	Courtney Daniel	"03880 Ana Prairie
West Brandonfurt, SC 60356"
1153	White	(Decimal('-58.828986'), Decimal('-44.215354'))	M	07/28/2004, 00:00:00	B-	209-93-8084	Administrator, charities/voluntary organisations	Trevor Jackson	"7701 Jenkins Cliffs
Port Victoriafort, OR 42357"
1154	Indian	(Decimal('48.016124'), Decimal('-154.817846'))	F	2006-06-15	O-	343-35-0654	Loss adjuster, chartered	Patricia Golden	"248 Lowery Fall
South Joshuabury, KS 74111"
1155	White	(Decimal('5.256048'), Decimal('73.788213'))	F	05 Apr 2003	AB+	775-13-9953	Contracting civil engineer	Jennifer Thornton	"52160 Davis Orchard Suite 007
Elizabethmouth, DE 21752"
1156	White	(Decimal('-46.708040'), Decimal('-173.771534'))	F	15 Dec 2003	B+	692-07-9751	Medical illustrator	Tammy Randall	"356 Derrick Shore
Margaretborough, CA 35220"
1157	White	(Decimal('42.9809435'), Decimal('70.748352'))	M	07/17/1944, 00:00:00	O-	220-74-1557	Purchasing manager	Michael Evans	"766 Wise Islands Apt. 306
Matthewfurt, AK 95490"
1158	White	(Decimal('-52.0246065'), Decimal('91.733360'))	M	30 Sep 1930	B+	198-25-0505	Sports coach	George Tran	"59860 Brown Ferry
New Ericmouth, IL 98644"
1159	White	(Decimal('50.358825'), Decimal('42.827767'))	F	1991-09-22	A+	470-35-7625	Product/process development scientist	Leslie Peters	"7181 Phillip Meadows Suite 408
New Ericafort, NY 09976"
1160	White	(Decimal('38.9746285'), Decimal('167.598035'))	M	12 Jul 1960	O+	090-38-9034	Museum/gallery curator	Keith Griffith	"50521 Michael Tunnel Suite 901
Lake Courtneyland, MI 66157"
1161	Asian	(Decimal('-19.9075525'), Decimal('-176.674368'))	F	1906/08/06	AB-	552-56-2229	Public affairs consultant	Carrie James	"1956 Cody Throughway Suite 469
New Robertport, NH 53230"
1162	Asian	(Decimal('30.568090'), Decimal('-2.913499'))	M	07/28/2016, 00:00:00	A+	452-06-8733	Occupational therapist	Christopher Hoover	"08615 Brian Crossing
Melissafurt, HI 31487"
1163	White	(Decimal('57.695015'), Decimal('-22.372689'))	M	21 Sep 1945	AB-	601-85-6646	Arts administrator	Paul Odonnell	"677 Smith Stravenue
West Kathy, NV 26582"
1164	Black	(Decimal('64.1863065'), Decimal('39.530930'))	M	2000-11-21	A-	520-93-6419	Solicitor, Scotland	Devin Butler	"4762 Carter Junction
Rickymouth, WA 51844"
1165	Black	(Decimal('-24.6328115'), Decimal('32.614911'))	M	21 Jan 2012	A+	658-90-3184	Charity fundraiser	Jose Krueger	"2494 Morton Burg
Robertville, NC 49632"
1166	White	(Decimal('-89.851241'), Decimal('-61.132837'))	F	1961-09-17	A-	772-74-7274	Scientist, research (life sciences)	Melissa Brooks	"0651 Jared Keys
Lake Noah, FL 48391"
1167	Black	(Decimal('69.1697905'), Decimal('26.145058'))	F	1992/02/14	O+	158-92-9352	Chartered management accountant	Mrs. Sherri Nielsen	"8438 Brian Burg
Lake Tammyview, OH 86842"
1168	White	(Decimal('-55.8194105'), Decimal('-29.359651'))	F	2010/01/31	O+	278-73-4179	Chemist, analytical	Monique Morris	"49159 Chapman Inlet Suite 870
Port Tyler, NH 85025"
1169	Indian	(Decimal('18.1151035'), Decimal('148.599631'))	M	02/14/1937, 00:00:00	AB+	131-82-9787	Arts administrator	Michael Mendoza	"5591 Ortega Pike
Brucetown, NY 26340"
1170	Asian	(Decimal('-21.4833755'), Decimal('-38.058202'))	M	20 Mar 1948	B-	478-29-7666	Comptroller	Ryan Tran	"5409 Christian Knoll
West Alyssafurt, VT 46556"
1171	Black	(Decimal('5.5228305'), Decimal('17.816173'))	F	01 Feb 1941	O+	655-93-5551	Senior tax professional/tax inspector	Susan Perry	"9718 Ramsey Unions
South Darrell, MA 65901"
1172	White	(Decimal('71.3959635'), Decimal('-175.887175'))	M	04/25/1917, 00:00:00	B+	261-87-1838	Editorial assistant	Daniel Smith	"USNS Gonzalez
FPO AE 11102"
1173	black	(Decimal('20.6036225'), Decimal('-42.037208'))	F	1939-07-30	AB+	460-21-3635	Best boy	Jill Russell	"4633 James Cape
West Michelle, NH 04712"
1174	Asian	(Decimal('-49.8414625'), Decimal('-44.720120'))	M	1981/12/31	O-	301-19-1351	Microbiologist	Christian Lewis	"34837 David Lights Suite 774
South Heather, PA 78152"
1175	black	(Decimal('52.4771795'), Decimal('128.648923'))	M	08/15/1940, 00:00:00	AB+	538-08-4818	Brewing technologist	Anthony Mcintosh	"09175 Michael Heights
South Tammy, CA 42667"
1176	Black	(Decimal('77.4441745'), Decimal('-17.495550'))	M	10 Dec 2004	B-	293-87-3483	Civil Service administrator	Kurt Robinson	"9577 Julie Lane Suite 097
West Debrafort, NM 89028"
